"","id","test","t_closest","closest_dist","stdClosest","twinCloseMin","avgRank","clan","disturbance","sex","tar_rank_level","birthdate","surv","longevity","status","avgRank_level","rank_level"
"31","bncl","novel",0.2427,0,0,0.2427,NA,"talek","high","m",NA,2012-11-03,1,3.73150684931507,"r",NA,"high"
"32","bncl","lion",47.5,47.5,0.158466533466533,47.5,NA,"talek","high","m",NA,2012-11-03,1,3.73150684931507,"r",NA,"high"
"33","bnt","target",146,15,0.569364161849711,197,0.155555555555556,"talek","high","f","mid",2011-09-25,0,4.15890410958904,"r","mid","mid"
"34","bnt","lion",127.5,127.5,0.257472826086957,127.5,0.155555555555556,"talek","high","f","mid",2011-09-25,0,4.15890410958904,"r","mid","mid"
"35","bora","target",447,60,0,0,0.0430260047281324,"talek","high","f","mid",2010-12-23,0,5.0027397260274,"r","mid","mid"
"36","bora","lion",46.1111111111111,46.1111111111111,0.243247955747956,46.1111111111111,0.0430260047281324,"talek","high","f","mid",2010-12-23,0,5.0027397260274,"r","mid","mid"
"37","brgr","target",75,3,0.464114832535885,97,0.6,"talek","high","f","high",2011-10-30,0,4.11780821917808,"r","high","high"
"38","brgr","lion",14,14,0.300641025641026,14,0.6,"talek","high","f","high",2011-10-30,0,4.11780821917808,"r","high","high"
"39","brph","target",35,10,1.63047285464098,931,0.0660748538545853,"south","low","f","mid",2009-07-11,1,7.19178082191781,"r","mid","mid"
"40","buar","target",96,50,0,0,0.930042182357576,"talek","high","f","high",2009-12-18,0,6.02739726027397,"r","high","high"
"41","buar","lion",33.3,33.3,0.185908144106085,33.3,0.930042182357576,"talek","high","f","high",2009-12-18,0,6.02739726027397,"r","high","high"
"42","cart","target",164,4,0.312182741116751,123,-0.868299941793124,"talek","high","f","low",2005-12-07,0,9.88493150684931,"r","low","low"
"43","cart","lion",35,35,0.234477124183007,35,-0.868299941793124,"talek","high","f","low",2005-12-07,0,9.88493150684931,"r","low","low"
"44","chco","target",178,0.5,0.420783645655877,247,NA,"talek","high","f","low",2013-01-22,0,2.93150684931507,"r",NA,"low"
"45","chco","lion",30,30,0.0714285714285714,30,NA,"talek","high","f","low",2013-01-22,0,2.93150684931507,"r",NA,"low"
"46","chle","target",309,9,0.44464609800363,245,NA,"talek","high","m","high",2012-10-04,1,3.47671232876712,"r",NA,"high"
"47","chle","box",NA,5,5,NA,NA,"talek","high","m","high",2012-10-04,1,3.47671232876712,"r",NA,"high"
"48","chle","novel",0.20665,0,0,0.20665,NA,"talek","high","m","high",2012-10-04,1,3.47671232876712,"r",NA,"high"
"49","chle","lion",90,90,0.136363636363636,90,NA,"talek","high","m","high",2012-10-04,1,3.47671232876712,"r",NA,"high"
"50","crim","target",356,45,0,0,0.368421052631579,"north","low","f","high",2012-09-18,0,4.77808219178082,"r","high","high"
"51","crim","box",0.116666667,0,0,0.116666667,0.368421052631579,"north","low","f","high",2012-09-18,0,4.77808219178082,"r","high","high"
"52","crim","novel",0.39035,0,0,0.39035,0.368421052631579,"north","low","f","high",2012-09-18,0,4.77808219178082,"r","high","high"
"53","crim","lion",45,45,0.617647058823529,45,0.368421052631579,"north","low","f","high",2012-09-18,0,4.77808219178082,"r","high","high"
"54","crms","target",374,50,0,0,0.586288416075651,"talek","high","f","high",2010-12-19,1,3.28493150684932,"r","high","high"
"55","crms","lion",20.3333333333333,20.3333333333333,0.189644698960107,20.3333333333333,0.586288416075651,"talek","high","f","high",2010-12-19,1,3.28493150684932,"r","high","high"
"56","dalt","box",0.1,0,0,0.1,NA,"north","low","m",NA,2013-01-14,0,0.898630136986301,"r",NA,"mid"
"57","dalt","novel",1.653583333,0,0,1.653583333,NA,"north","low","m",NA,2013-01-14,0,0.898630136986301,"r",NA,"mid"
"58","dalt","lion",60,60,0.25,60,NA,"north","low","m",NA,2013-01-14,0,0.898630136986301,"r",NA,"mid"
"59","ddma","target",191,4,0.392982456140351,224,NA,"talek","high","m","low",NA,0,NA,"i",NA,"immigrant"
"60","ddma","lion",69.1666666666667,69.1666666666667,0.300091575091575,69.1666666666667,NA,"talek","high","m","low",NA,0,NA,"i",NA,"immigrant"
"61","digs","target",373,10,0.424444444444444,191,0.69780701754386,"north","low","f","high",2007-10-25,0,7.43561643835616,"r","high","high"
"62","digs","lion",44.3333333333333,44.3333333333333,0.220719157228109,44.3333333333333,0.69780701754386,"north","low","f","high",2007-10-25,0,7.43561643835616,"r","high","high"
"63","ema","target",377,70,0,0,-0.577447294707357,"north","low","f","low",2004-11-02,1,11.3671232876712,"r","low","low"
"64","ema","lion",35,35,0.342305037957212,35,-0.577447294707357,"north","low","f","low",2004-11-02,1,11.3671232876712,"r","low","low"
"65","endr","target",522,3,0.356401384083045,309,NA,"talek","high","m","high",2010-11-01,1,3.4027397260274,"r",NA,"high"
"66","endr","lion",55,55,0.455952380952381,55,NA,"talek","high","m","high",2010-11-01,1,3.4027397260274,"r",NA,"high"
"67","erem","target",300,0.5,0.744429882044561,568,0.7,"hz","low","f","high",2011-09-26,0,5.76164383561644,"r","high","high"
"68","erem","lion",73.1666666666667,73.1666666666667,0.378077940577941,73.1666666666667,0.7,"hz","low","f","high",2011-09-26,0,5.76164383561644,"r","high","high"
"69","euch","box",9.466666667,0,0,9.466666667,NA,"hz","low","m",NA,2013-01-12,0,3.38904109589041,"r",NA,"low"
"70","euch","novel",1.8353,0,0,1.8353,NA,"hz","low","m",NA,2013-01-12,0,3.38904109589041,"r",NA,"low"
"71","euch","lion",200,200,0.833333333333333,200,NA,"hz","low","m",NA,2013-01-12,0,3.38904109589041,"r",NA,"low"
"72","ffl","target",165,8,0.589442815249267,201,-0.345275092234614,"talek","high","f","low",2003-06-28,0,12.5068493150685,"r","low","low"
"73","ffl","lion",39,39,0.349085206364955,39,-0.345275092234614,"talek","high","f","low",2003-06-28,0,12.5068493150685,"r","low","low"
"74","fuzz","target",22,9,0.629353233830846,253,-0.246710526315789,"north","low","f","mid",2011-08-27,0,5.84109589041096,"r","mid","mid"
"75","fuzz","lion",19.5,19.5,0.274404761904762,19.5,-0.246710526315789,"north","low","f","mid",2011-08-27,0,5.84109589041096,"r","mid","mid"
"76","fxtr","target",355,7,0.385220125786164,245,-0.288888888888889,"talek","high","f","mid",2011-10-16,1,4.56712328767123,"r","mid","mid"
"77","gaza","target",287,4,0.855534709193246,456,NA,"talek","high","m","low",2010-08-06,0,5.39452054794521,"i",NA,"immigrant"
"78","gaza","lion",84.2857142857143,84.2857142857143,0.360243328100471,84.2857142857143,NA,"talek","high","m","low",2010-08-06,0,5.39452054794521,"i",NA,"immigrant"
"79","gel","target",279,49,0,0,-0.0213525453825829,"talek","high","f","mid",2009-01-05,0,6.95342465753425,"r","mid","mid"
"80","gel","lion",48.4285714285714,48.4285714285714,0.430929189857761,48.4285714285714,-0.0213525453825829,"talek","high","f","mid",2009-01-05,0,6.95342465753425,"r","mid","mid"
"81","gobe","target",546,0.5,0.603795966785291,509,NA,"north","low","m","low",2012-08-10,0,4.64657534246575,"r",NA,"low"
"82","gobe","box",16.48333333,0,0,16.48333333,NA,"north","low","m","low",2012-08-10,0,4.64657534246575,"r",NA,"low"
"83","gobe","novel",7.733333333,0,0,7.733333333,NA,"north","low","m","low",2012-08-10,0,4.64657534246575,"r",NA,"low"
"84","gobe","lion",101.666666666667,101.666666666667,0.65,101.666666666667,NA,"north","low","m","low",2012-08-10,0,4.64657534246575,"r",NA,"low"
"85","goof","target",320,90,0,0,NA,"talek","high","f","high",2012-11-12,0,2.95068493150685,"r",NA,"high"
"86","goof","lion",40,40,0.368421052631579,40,NA,"talek","high","f","high",2012-11-12,0,2.95068493150685,"r",NA,"high"
"87","hel","target",481,80,0,0,0.913164456065827,"talek","high","f","high",2006-02-01,0,9.90958904109589,"r","high","high"
"88","hel","lion",26.12,26.12,0.259902273165431,26.12,0.913164456065827,"talek","high","f","high",2006-02-01,0,9.90958904109589,"r","high","high"
"89","hkr","target",234,0,1.01572327044025,323,0.5,"north","low","f","high",2008-10-30,0,6.32328767123288,"r","high","high"
"90","hkr","lion",32.7142857142857,32.7142857142857,0.219960157976234,32.7142857142857,0.5,"north","low","f","high",2008-10-30,0,6.32328767123288,"r","high","high"
"91","hucn","target",115,2,0.454545454545455,330,NA,"north","low","m","mid",2011-09-12,1,1.15342465753425,"r",NA,"mid"
"92","hucn","lion",34,34,0.383928571428571,34,NA,"north","low","m","mid",2011-09-12,1,1.15342465753425,"r",NA,"mid"
"93","hwk","target",36,4,0.660574412532637,253,0.0215007215007216,"hz","low","f","mid",2007-08-15,0,9.84657534246575,"r","mid","mid"
"94","hwk","lion",46.5,46.5,0.257371794871795,46.5,0.0215007215007216,"hz","low","f","mid",2007-08-15,0,9.84657534246575,"r","mid","mid"
"95","jd","target",88,5,0.596899224806202,154,NA,"south","low","m","mid",2009-08-09,0,4.04657534246575,"r",NA,"mid"
"96","jd","lion",125.5,125.5,0.297619047619048,125.5,NA,"south","low","m","mid",2009-08-09,0,4.04657534246575,"r",NA,"mid"
"97","jlyr","box",12.76666667,0,0,12.76666667,0.444444444444444,"hz","low","f",NA,2012-10-23,0,4.67945205479452,"r","high","high"
"98","jlyr","novel",1.854833333,0,0,1.854833333,0.444444444444444,"hz","low","f",NA,2012-10-23,0,4.67945205479452,"r","high","high"
"99","jlyr","lion",25,25,0.373015873015873,25,0.444444444444444,"hz","low","f",NA,2012-10-23,0,4.67945205479452,"r","high","high"
"100","jude","box",0.166666667,0,0,0.166666667,-0.473684210526316,"north","low","f",NA,2012-11-17,0,4.57534246575342,"r","low","low"
"101","jude","novel",NA,5,5,NA,-0.473684210526316,"north","low","f",NA,2012-11-17,0,4.57534246575342,"r","low","low"
"102","jude","lion",10,10,0.3,10,-0.473684210526316,"north","low","f",NA,2012-11-17,0,4.57534246575342,"r","low","low"
"103","juno","target",95,40,0,0,0.882997855989095,"talek","high","f","high",2008-04-20,0,7.59178082191781,"r","high","high"
"104","juno","lion",57.15,57.15,0.293538703943116,57.15,0.882997855989095,"talek","high","f","high",2008-04-20,0,7.59178082191781,"r","high","high"
"105","koal","box",0.633333333,0,0,0.633333333,NA,"north","low","m",NA,2012-06-04,0,2.61369863013699,"r",NA,"mid"
"106","koal","novel",0.314,0,0,0.314,NA,"north","low","m",NA,2012-06-04,0,2.61369863013699,"r",NA,"mid"
"107","koal","lion",130,130,0.238095238095238,130,NA,"north","low","m",NA,2012-06-04,0,2.61369863013699,"r",NA,"mid"
"108","lady","box",0.1,0,0,0.1,NA,"north","low","m",NA,2012-11-17,0,4.61643835616438,"r",NA,"high"
"109","lady","novel",NA,0,0,NA,NA,"north","low","m",NA,2012-11-17,0,4.61643835616438,"r",NA,"high"
"110","lady","lion",20,20,0.507142857142857,20,NA,"north","low","m",NA,2012-11-17,0,4.61643835616438,"r",NA,"high"
"111","lamu","target",142,4,0.220640569395018,62,NA,"talek","high","m","low",2011-03-26,1,5.11506849315068,"i",NA,"immigrant"
"112","lamu","lion",78.75,78.75,0.394196428571429,78.75,NA,"talek","high","m","low",2011-03-26,1,5.11506849315068,"i",NA,"immigrant"
"113","logc","target",41,6,0.568306010928962,104,0.863486842105263,"north","low","f","high",2010-02-11,1,5.64109589041096,"r","high","high"
"114","logc","lion",50,50,0.374124649859944,50,0.863486842105263,"north","low","f","high",2010-02-11,1,5.64109589041096,"r","high","high"
"115","loki","target",106,5,0.41747572815534,86,0.815813539818546,"talek","high","f","high",2008-04-20,1,5.97534246575342,"r","high","high"
"116","loki","lion",22.6363636363636,22.6363636363636,0.218400862422602,22.6363636363636,0.815813539818546,"talek","high","f","high",2008-04-20,1,5.97534246575342,"r","high","high"
"117","lpr","target",127,10,0.392961876832845,134,NA,"north","low","m","low",NA,0,NA,"i",NA,"immigrant"
"118","lpr","lion",57.2857142857143,57.2857142857143,0.314029089896828,57.2857142857143,NA,"north","low","m","low",NA,0,NA,"i",NA,"immigrant"
"119","lust","target",375,18,0.224625623960067,135,-0.6,"talek","high","f","low",2011-09-06,0,4.30958904109589,"r","low","low"
"120","lust","lion",20.75,20.75,0.465659340659341,20.75,-0.6,"talek","high","f","low",2011-09-06,0,4.30958904109589,"r","low","low"
"121","lyco","target",404,75,0,0,NA,"talek","high","f","low",2013-03-26,0,2.68219178082192,"r",NA,"low"
"122","lyco","lion",40,40,0.0454545454545455,40,NA,"talek","high","f","low",2013-03-26,0,2.68219178082192,"r",NA,"low"
"123","maa","box",NA,5,5,NA,NA,"talek","high","f",NA,2012-10-12,0,3.18356164383562,"r",NA,"mid"
"124","maa","novel",1.421333333,0,0,1.421333333,NA,"talek","high","f",NA,2012-10-12,0,3.18356164383562,"r",NA,"mid"
"125","maa","lion",52.5,52.5,0.148601398601399,52.5,NA,"talek","high","f",NA,2012-10-12,0,3.18356164383562,"r",NA,"mid"
"126","malo","target",146,0,0.78030303030303,206,NA,"hz","low","m","mid",2011-12-27,1,1.78082191780822,"r",NA,"mid"
"127","malo","lion",60,60,0.0555555555555556,60,NA,"hz","low","m","mid",2011-12-27,1,1.78082191780822,"r",NA,"mid"
"128","mchl","target",180,8,0.654911838790932,260,NA,"north","low","m","low",2012-11-17,0,3.78904109589041,"r",NA,"low"
"129","mchl","box",0.066666667,0,0,0.066666667,NA,"north","low","m","low",2012-11-17,0,3.78904109589041,"r",NA,"low"
"130","mchl","novel",1.738683333,0,0,1.738683333,NA,"north","low","m","low",2012-11-17,0,3.78904109589041,"r",NA,"low"
"131","mgta","target",83,6,0.530612244897959,208,0.538363124846229,"talek","high","f","high",2009-01-10,0,6.96712328767123,"r","high","high"
"132","mgta","lion",34.2727272727273,34.2727272727273,0.23157474762946,34.2727272727273,0.538363124846229,"talek","high","f","high",2009-01-10,0,6.96712328767123,"r","high","high"
"133","mork","target",73,28,0.258278145695364,39,NA,"ft","low","m","low",2007-04-10,1,3.79452054794521,"r",NA,"low"
"134","mork","lion",42.7142857142857,42.7142857142857,0.379462047977086,42.7142857142857,NA,"ft","low","m","low",2007-04-10,1,3.79452054794521,"r",NA,"low"
"135","mos","target",69,0,0.881266490765171,334,0.662577457580531,"talek","high","f","high",2003-02-18,1,10.2438356164384,"r","high","high"
"136","mos","lion",48.5,48.5,0.270639922202422,48.5,0.662577457580531,"talek","high","f","high",2003-02-18,1,10.2438356164384,"r","high","high"
"137","mt","target",105,4,0.439613526570048,455,0.284160756501182,"talek","high","f","mid",2009-12-25,1,4.2986301369863,"r","mid","mid"
"138","mt","lion",57.5,57.5,0.278075087014211,57.5,0.284160756501182,"talek","high","f","mid",2009-12-25,1,4.2986301369863,"r","mid","mid"
"139","mtn","target",100,0.5,0.994915254237288,587,-0.770426485811716,"south","low","f","low",2005-09-01,0,11.8328767123288,"r","low","low"
"140","mtn","lion",66.6666666666667,66.6666666666667,0.5,66.6666666666667,-0.770426485811716,"south","low","f","low",2005-09-01,0,11.8328767123288,"r","low","low"
"141","muon","target",75,14,0.589115646258503,866,-0.511111111111112,"hz","low","f","low",2011-10-13,0,5.69315068493151,"r","low","low"
"142","muon","lion",32.4,32.4,0.333333333333333,32.4,-0.511111111111112,"hz","low","f","low",2011-10-13,0,5.69315068493151,"r","low","low"
"143","nali","target",1300,13,0.209466811751904,385,NA,"south","low","m","high",2011-11-04,0,5.62465753424657,"r",NA,"high"
"144","nali","box",NA,5,5,NA,NA,"south","low","m","high",2011-11-04,0,5.62465753424657,"r",NA,"high"
"145","nali","novel",NA,5,5,NA,NA,"south","low","m","high",2011-11-04,0,5.62465753424657,"r",NA,"high"
"146","natg","target",90,6,0.479355488418933,476,NA,"hz","low","m","low",2011-12-17,1,4.0986301369863,"r",NA,"low"
"147","natg","lion",60,60,0.428571428571429,60,NA,"hz","low","m","low",2011-12-17,1,4.0986301369863,"r",NA,"low"
"148","nav","target",58,40,0,0,-0.474842812576234,"talek","high","f","low",1992-11-07,1,23.7150684931507,"r","low","low"
"149","nav","lion",42.0769230769231,42.0769230769231,0.295420284367653,42.0769230769231,-0.474842812576234,"talek","high","f","low",1992-11-07,1,23.7150684931507,"r","low","low"
"150","nzth","target",17,0,0.985436893203884,203,NA,"talek","high","m","low",NA,1,NA,"i",NA,"immigrant"
"151","nzth","lion",5,5,1,5,NA,"talek","high","m","low",NA,1,NA,"i",NA,"immigrant"
"152","obam","target",265,60,0,0,-0.780312998085213,"talek","high","f","low",2008-11-13,1,5.41369863013699,"r","low","low"
"153","obam","lion",69,69,0.289814814814815,69,-0.780312998085213,"talek","high","f","low",2008-11-13,1,5.41369863013699,"r","low","low"
"154","odd","target",196,20,0.323922734026746,218,0.466666666666667,"talek","high","f","high",2012-01-03,0,3.90958904109589,"r","high","high"
"155","odd","lion",36.6666666666667,36.6666666666667,0.266666666666667,36.6666666666667,0.466666666666667,"talek","high","f","high",2012-01-03,0,3.90958904109589,"r","high","high"
"156","omha","target",321,7.5,0.251063829787234,118,NA,"hz","low","m","low",NA,0,NA,"i",NA,"immigrant"
"157","omha","lion",53.5,53.5,0.361111111111111,53.5,NA,"hz","low","m","low",NA,0,NA,"i",NA,"immigrant"
"158","pant","target",331,55,0,0,NA,"talek","high","m","high",2010-12-21,1,3.04383561643836,"r",NA,"high"
"159","pant","lion",36,36,0.233066239316239,36,NA,"talek","high","m","high",2010-12-21,1,3.04383561643836,"r",NA,"high"
"160","parc","target",90,8,0.567567567567568,231,0.197902292395409,"talek","high","f","mid",2008-07-22,0,7.36164383561644,"r","mid","mid"
"161","parc","lion",24.2307692307692,24.2307692307692,0.212324239360438,24.2307692307692,0.197902292395409,"talek","high","f","mid",2008-07-22,0,7.36164383561644,"r","mid","mid"
"162","pene","target",242,20,0.364145658263305,130,NA,"talek","high","m","mid",2010-04-03,1,6.62465753424657,"r",NA,"mid"
"163","pene","lion",85.6,85.6,0.251328210309904,85.6,NA,"talek","high","m","mid",2010-04-03,1,6.62465753424657,"r",NA,"mid"
"164","pert","target",170,3,0.624742268041237,303,NA,"talek","high","m","low",NA,1,NA,"i",NA,"immigrant"
"165","pert","lion",100,100,0.5,100,NA,"talek","high","m","low",NA,1,NA,"i",NA,"immigrant"
"166","pike","target",412,4,0.713826366559486,666,0.922077922077922,"hz","low","f","high",2007-10-30,0,9.66849315068493,"r","high","high"
"167","pike","lion",39.3,39.3,0.315842490842491,39.3,0.922077922077922,"hz","low","f","high",2007-10-30,0,9.66849315068493,"r","high","high"
"168","ratc","target",284,0.5,0.568965517241379,264,NA,"north","low","m","low",2011-05-26,0,3.81369863013699,"r",NA,"low"
"169","ratc","lion",54,54,0.392857142857143,54,NA,"north","low","m","low",2011-05-26,0,3.81369863013699,"r",NA,"low"
"170","reb","target",124,3,0.496598639455782,219,-0.217966903073286,"talek","high","f","mid",2011-06-16,1,2.67671232876712,"r","mid","mid"
"171","reb","box",NA,5,5,NA,-0.217966903073286,"talek","high","f","mid",2011-06-16,1,2.67671232876712,"r","mid","mid"
"172","reb","novel",NA,5,5,NA,-0.217966903073286,"talek","high","f","mid",2011-06-16,1,2.67671232876712,"r","mid","mid"
"173","reb","lion",12.6666666666667,12.6666666666667,0.217311673833413,12.6666666666667,-0.217966903073286,"talek","high","f","mid",2011-06-16,1,2.67671232876712,"r","mid","mid"
"174","rh","target",235,70,0,0,-0.647827228717574,"south","low","f","low",NA,0,NA,"r","low","low"
"175","rh","lion",58.5,58.5,0.625,58.5,-0.647827228717574,"south","low","f","low",NA,0,NA,"r","low","low"
"176","rmon","box",1.016666667,0,0,1.016666667,-0.157894736842105,"north","low","f",NA,2012-09-30,0,4.75068493150685,"r","mid","mid"
"177","rmon","novel",NA,5,5,NA,-0.157894736842105,"north","low","f",NA,2012-09-30,0,4.75068493150685,"r","mid","mid"
"178","rmon","lion",50,50,0.65952380952381,50,-0.157894736842105,"north","low","f",NA,2012-09-30,0,4.75068493150685,"r","mid","mid"
"179","sau","target",267,0.5,0.56140350877193,256,0.297593247825446,"north","low","f","mid",NA,0,NA,"r","mid","mid"
"180","sau","lion",32.5,32.5,0.187888198757764,32.5,0.297593247825446,"north","low","f","mid",NA,0,NA,"r","mid","mid"
"181","saw","target",397,1,0.330798479087452,174,0.358297258297258,"hz","low","f","high",NA,0,NA,"r","high","high"
"182","saw","lion",36.6666666666667,36.6666666666667,0.232600732600733,36.6666666666667,0.358297258297258,"hz","low","f","high",NA,0,NA,"r","high","high"
"183","shrm","target",163,2,0.442105263157895,126,0.774517175291169,"north","low","f","high",2003-10-26,1,12.9232876712329,"r","high","high"
"184","shrm","lion",48.9,48.9,0.234414200462794,48.9,0.774517175291169,"north","low","f","high",2003-10-26,1,12.9232876712329,"r","high","high"
"185","silk","target",122,12,0.325268817204301,121,-0.754834054834055,"hz","low","f","low",NA,0,NA,"r","low","low"
"186","silk","lion",51.5,51.5,0.306868131868132,51.5,-0.754834054834055,"hz","low","f","low",NA,0,NA,"r","low","low"
"187","slim","box",9.55,0,0,9.55,NA,"north","low","m",NA,2013-01-14,1,2.73424657534247,"r",NA,"mid"
"188","slim","novel",5.800333333,0,0,5.800333333,NA,"north","low","m",NA,2013-01-14,1,2.73424657534247,"r",NA,"mid"
"189","slim","lion",27,27,0.354761904761905,27,NA,"north","low","m",NA,2013-01-14,1,2.73424657534247,"r",NA,"mid"
"190","slin","target",271,24,0.19857433808554,195,0.556471882231153,"south","low","f","high",2009-01-09,0,8.4054794520548,"r","high","high"
"191","slin","lion",54,54,0.214285714285714,54,0.556471882231153,"south","low","f","high",2009-01-09,0,8.4054794520548,"r","high","high"
"192","spcd","box",0.1,0,0,0.1,NA,"north","low","m",NA,2012-06-04,0,2.21369863013699,"r",NA,"mid"
"193","spcd","novel",0.758666667,0,0,0.758666667,NA,"north","low","m",NA,2012-06-04,0,2.21369863013699,"r",NA,"mid"
"194","spcd","lion",112.5,112.5,0.446428571428571,112.5,NA,"north","low","m",NA,2012-06-04,0,2.21369863013699,"r",NA,"mid"
"195","spng","target",296,12,0.25,135,NA,"talek","high","m","high",2012-11-03,1,2.16164383561644,"r",NA,"high"
"196","spng","box",0.283333333,0,0,0.283333333,NA,"talek","high","m","high",2012-11-03,1,2.16164383561644,"r",NA,"high"
"197","spng","novel",0.1305,0,0,0.1305,NA,"talek","high","m","high",2012-11-03,1,2.16164383561644,"r",NA,"high"
"198","spng","lion",15,15,0.157894736842105,15,NA,"talek","high","m","high",2012-11-03,1,2.16164383561644,"r",NA,"high"
"199","star","target",300,60,0,0,NA,"south","low","m","mid",2012-07-22,0,4.93972602739726,"r",NA,"mid"
"200","star","box",7.383333333,0,0,7.383333333,NA,"south","low","m","mid",2012-07-22,0,4.93972602739726,"r",NA,"mid"
"201","star","novel",5.246666667,0,0,5.246666667,NA,"south","low","m","mid",2012-07-22,0,4.93972602739726,"r",NA,"mid"
"202","strm","box",0.35,0,0,0.35,NA,"north","low","m",NA,2012-09-30,1,3.28493150684932,"r",NA,"mid"
"203","strm","novel",0.166983333,0,0,0.166983333,NA,"north","low","m",NA,2012-09-30,1,3.28493150684932,"r",NA,"mid"
"204","strm","lion",1,1,0.0357142857142857,1,NA,"north","low","m",NA,2012-09-30,1,3.28493150684932,"r",NA,"mid"
"205","swil","target",85,20,0.617647058823529,126,-1,"talek","high","f","low",2010-03-30,1,2.86301369863014,"r","low","low"
"206","swil","lion",70,70,0.402380952380952,70,-1,"talek","high","f","low",2010-03-30,1,2.86301369863014,"r","low","low"
"207","tato","box",NA,5,5,NA,NA,"talek","high","f",NA,2012-11-25,0,3.01369863013699,"r",NA,"high"
"208","tato","novel",1.074,0,0,1.074,NA,"talek","high","f",NA,2012-11-25,0,3.01369863013699,"r",NA,"high"
